"","ID","Height","FreshLeafMass","DryLeafMass","LDMC","LeafArea","SLA","ShootDryBiomass","RootDryBiomass","TotalBiomass","RMF","RootVol","RootDensity","CoarseRootDiameter","RootLength","FineRootLength","CoarseRootLength","CoarseRootSpecLength","FineRootSpecLength","PropFineRoots"
"CAAT","CAAT",0.833333333333333,0.00105,9.9e-05,0.0971906693333333,0.0543333333333333,567.503556166667,0.00159333333333333,0.00027,0.00186333333333333,0.128248421666667,2.357,0.00011217805,1.53403333333333,127.803933333333,61.0146,66.7893333333333,2022016.59723333,2069618.9236,0.478198961666667
"CAPY","CAPY",0.833333333333333,0.143832333333333,0.00318,0.0666698205833333,0.67675,216.2641766,0.01578,0.0214766666666667,0.0372566666666667,0.432550046833333,1.2875,0.0158932801666667,0.765616666666667,301.865591666667,202.510333333333,99.3552583333333,10563.211206675,19520.0042894167,0.652400102333333
"CEGL","CEGL",4.33333333333333,0.0540733333333333,0.00703833333333333,0.13677327,2.16366666666667,304.455743683333,0.117798333333333,0.0715,0.189298333333333,0.372369735833333,2.4305,0.0297420595,0.5363,1058.81598333333,830.974783333333,227.8412,3200.60715466667,11987.5667796667,0.786848153333333
"CESO","CESO",2.82,0.062806,0.00875,0.1389556136,2.0956,242.49588714,0.0644,0.082,0.1464,0.5627138678,2.5802,0.0316104776,0.5148,1248.44694,919.10186,329.34508,4087.2825208,11761.279936,0.7359193372
"CHSU","CHSU",2.4,0.0213125,0.0032675,0.14984186925,0.8605,268.5314487,0.05425,0.045,0.09925,0.46664614325,1.5875,0.026991126,0.403375,1212.092475,1044.743775,167.3487,3737.09992775,27646.101955,0.86731103575
"COAR","COAR",4.96666666666667,0.0437116666666667,0.006025,0.140310499833333,1.8405,312.25170915,0.0496666666666667,0.08242,0.132086666666667,0.583541188833333,1.87783333333333,0.042803265,0.794383333333333,401.02485,243.134866666667,157.889983333333,2775.36796216667,3704.9818465,0.597345454166667
"DICA","DICA",2.36,0.0359418,0.004954,0.1349537266,1.141,248.66422228,0.0286,0.014172,0.042772,0.3247251418,1.2994,0.010463776,0.75458,305.79188,202.09262,103.69926,10525.6987294,19621.7817246,0.645430605
"ERBO","ERBO",3.675,0.0675075,0.01881,0.2765868985,2.24975,120.72100175,0.2425,0.10125,0.34375,0.300271013,2.2165,0.045889197,0.462125,1328.738375,1085.8485,242.889875,2399.24217925,10730.113494,0.816331222
"ERCI","ERCI",1.78333333333333,0.03632,0.01084,0.298272578333333,1.24333333333333,116.407463748333,0.16046,0.0786666666666667,0.239126666666667,0.318935411,2.01666666666667,0.037706714,0.557233333333333,830.272066666667,661.506233333333,168.765833333333,2461.8496775,10164.9356806667,0.793721778333333
"ERMO","ERMO",4.775,0.1038625,0.0217325,0.2032333685,4.94275,262.85025915,0.1057925,0.0679275,0.17372,0.35506894975,1.69125,0.037501776,0.47915,1163.8096,982.132375,181.677225,4228.77241625,18200.86511,0.829196244
"FIGA","FIGA",1.83333333333333,1.078,0.000126666666666667,9.17833666666667e-05,0.091,1418.39506173333,0.00219,0.00128666666666667,0.00347666666666667,0.391004510333333,1.20666666666667,0.00108498866666667,0.964633333333333,166.021866666667,87.5956666666667,78.4262,62832.9993833333,71592.16249,0.522697664
"GAAP","GAAP",7.2,0.01712,0.00148,0.086448598,0.441,297.972973,0.035,0.024,0.059,0.406779661,1.439,0.016678249,0.5126,697.2206,581.6497,115.5709,4815.454167,24235.40417,0.834240555
"GEDI","GEDI",4.7,0.0786075,0.022285,0.280457825,4.021,184.2363047,0.10143,0.07725,0.17868,0.42911088625,2.16325,0.03435268125,0.5222,1229.6052,1019.2761,210.3291,3010.17285925,13809.2157965,0.80007534075
"GEMO","GEMO",4.78,0.09507,0.02726,0.2862045292,4.6194,173.89299936,0.141376,0.059,0.200376,0.2964295126,2.1024,0.0276133014,0.47448,1233.44154,1008.10288,225.33866,3956.9970154,18519.335114,0.8125908376
"HOMU","HOMU",17.4333333333333,0.0628766666666667,0.0161016666666667,0.255614257333333,4.56316666666667,289.581138733333,0.149415,0.162333333333333,0.311748333333333,0.522087307,2.6585,0.0621429921666667,0.50545,1519.0389,1238.25493333333,280.783966666667,1779.220992,8218.7668975,0.795963150166667
"HYRA","HYRA",1.1,0.0132093333333333,0.00224166666666667,0.144064067333333,0.557333333333333,358.979930316667,0.00595,0.0127766666666667,0.0187266666666667,0.674200214333333,1.10116666666667,0.01309765,0.70615,322.441233333333,258.783683333333,63.65755,14373.2045706667,44008.9820466667,0.779122372
"LASE","LASE",0.54,0.0402396,0.008108,0.201367097,1.5306,198.57854546,0.028962,0.010586,0.039548,0.2921359212,1.1104,0.0101818176,0.60302,408.14336,335.00462,73.13874,8412.1769788,34528.430906,0.8115147106
"LIBI","LIBI",4.28,0.0010382,0.000306,0.280088813,0.0614,225.91096996,0.00821,0.007654,0.015864,0.48835092,1.2218,0.0067005268,0.81002,249.22548,165.8534,83.37208,14622.8198884,24297.691478,0.650010111
"LOMU","LOMU",13.2833333333333,0.0428816666666667,0.00756166666666667,0.176215123833333,2.61816666666667,353.449450916667,0.174051666666667,0.243896666666667,0.417948333333333,0.584174320833333,4.14333333333333,0.0588399378333333,0.600233333333333,1475.89766666667,1075.20308333333,400.694583333333,1654.04098866667,4484.00090083333,0.727592432
"PLNO","PLNO",2.05,0.0334266666666667,0.00583,0.1741256055,1.29491666666667,223.177418383333,0.141666666666667,0.097,0.238666666666667,0.405342055666667,2.21083333333333,0.0437265705,0.394516666666667,1834.41681666667,1551.96055,282.456266666667,2957.33710716667,16284.49994,0.843669819
"SHAR","SHAR",9.2,0.0063725,0.00148425,0.222705762,0.24325,187.40254925,0.0714725,0.04427,0.1157425,0.3839224295,1.811,0.0227165435,0.519875,868.998925,704.145675,164.85325,4915.675157,20549.28399,0.80551473525
"SPRU","SPRU",3.03333333333333,0.0180133333333333,0.00207833333333333,0.115107119666667,0.3755,181.47399645,0.0721666666666667,0.0348333333333333,0.107,0.325811939666667,1.23933333333333,0.0283310616666667,0.4465,791.321583333333,660.929883333333,130.3917,3801.36256333333,19079.8009333333,0.834220667833333
"STPU","STPU",12.2666666666667,0.0217993333333333,0.00637666666666667,0.3084711305,1.2985,196.274461416667,0.0155216666666667,0.0376216666666667,0.0531433333333333,0.7289820515,1.15083333333333,0.0318838925,0.545,521.000683333333,404.513066666667,116.487616666667,3472.395819,12400.3729925,0.764490902666667
"TACA","TACA",19.0166666666667,0.0129328333333333,0.003535,0.267310742333333,1.06633333333333,314.98171235,0.0273833333333333,0.0366516666666667,0.064035,0.576403068,1.09466666666667,0.0331986941666667,0.413433333333333,829.1329,721.391316666667,107.741583333333,2981.7846325,20319.0006483333,0.867851572
"TRDU","TRDU",2.58333333333333,0.0165016666666667,0.00418166666666667,0.2465636865,1.3175,339.419573133333,0.024595,0.0181666666666667,0.0427616666666667,0.418114397666667,1.37133333333333,0.0135725555,0.5774,619.1712,519.174816666667,99.9963833333333,10966.0148616667,34088.6580116667,0.809531655333333
"TRER","TRER",0.25,0.000608333333333333,0.000116,0.2082663452,0.0243333333333333,187.74891776,0.000587166666666667,0.000171,0.000602,0.270498408333333,2.44975,7.19114e-05,1.720325,105.514975,40.835625,64.67935,604778.849833333,320040.458706667,0.38240015725
"TRGL","TRGL",2.8,0.0440066666666667,0.0106266666666667,0.240856216166667,2.32625,220.611359175,0.0474166666666667,0.0228333333333333,0.07025,0.339968469666667,1.27166666666667,0.0179585431666667,0.438783333333333,849.73235,735.727966666667,114.004383333333,5020.27902916667,32545.4111116667,0.863587104333333
"TRHI","TRHI",3.4,0.056458,0.012212,0.218616991,2.68,220.0694461,0.08,0.0326,0.1126,0.2961672766,1.5348,0.0212056122,0.49,838.63118,703.78044,134.85074,4229.118061,21523.616816,0.8352703472
"TRLA","TRLA",3.5,0.00714666666666667,0.00126833333333333,0.174621839666667,0.275666666666667,227.809601533333,0.00126833333333333,0.00149933333333333,0.00276766666666667,0.467267397333333,2.23233333333333,0.0007061223,1.6524,105.739133333333,30.8712666666667,74.8678666666667,142911.336436667,47353.34659,0.28473905
"TRPR","TRPR",3.21666666666667,0.061915,0.0129283333333333,0.208312054833333,3.07316666666667,242.407337416667,0.0896433333333333,0.0383933333333333,0.128036666666667,0.298719601666667,1.61833333333333,0.0235280723333333,0.499116666666667,848.035833333333,693.431666666667,154.604166666667,4122.485565,17981.239205,0.812795883333333
"TRSU","TRSU",3.9,0.068264,0.011826,0.1719752904,3.851,336.1697725,0.120884,0.0514,0.172284,0.3019039908,1.9774,0.0261061612,0.51702,950.30528,739.02988,211.2754,4141.1660422,14365.201056,0.7761369316
"VISA","VISA",30.9833333333333,0.07443,0.0127833333333333,0.1790926195,5.72866666666667,448.256483833333,0.401346666666667,0.0835,0.484846666666667,0.186599083666667,2.63966666666667,0.0306952713333333,0.616683333333333,891.0954,632.515033333333,258.580366666667,3266.66806283333,8246.59528033333,0.709905593166667
"VUBR","VUBR",13.2166666666667,0.0038755,0.000925,0.24058456,0.286833333333333,298.728561416667,0.013,0.0153333333333333,0.0283333333333333,0.573296110833333,1.15016666666667,0.0140729608333333,0.562633333333333,548.1698,454.20825,93.96155,7422.20549533333,30583.0268516667,0.801100395
