"","AGSP","AICA","AMME","ANAR","APOC","ASSP","AST1","AST2","AST3","AVBA","BRDI","BRHO","BRMA","BRMI","CAAT","CAPY","CEGL","CESO","CHSU","CIQU","COAR","CRTI","CYEC","DACA","DICA","DIMU","ERBO","ERCI","ERMO","FIGA","GAAP","GAGR","GAPA","GAPH","GEDI","GEMO","HOMU","HYRA","HYSP","JUBU","LASE","LIBI","LOMU","LYHY","MAD1","MAD2","NAPU","PAVI","PLNO","SABI1","SABI2","SHAR","SIGA","SPRU","STPU","TACA","THGR","TRDU","TRER","TRGL","TRHI","TRLA","TRPR","TRSP","TRSU","UNBU","UNF1","UNF3","UNF4","UNF8","UNFR","UNGR","VISA","VUBR","XAST"
"+compost_dry_2020_high",0,0,0,0,0,0,0,0,0,0.0239808153477218,0,0.13189448441247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719424460431655,0,0,0,0,0,0.0479616306954436,0,0,0,0,0,0.143884892086331,0,0,0.0239808153477218,0.215827338129496,0,0.0359712230215827,0,0.00479616306954436,0,0,0,0,0,0.0959232613908873,0,0,0.203836930455636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"+compost_dry_2020_low",0,0,0.00841928015154704,0,0,0,0,0,0,0.210524100189434,8.41928015154704e-05,0,0.044201220795622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168385603030941,0,0,0,0,0,0.0252578404546411,0,0,0,0,0,0,0,0,0,0,0,0,0.231530204167544,8.41928015154704e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210482003788676,0.252578404546411,0
"+compost_dry_2021_high",0,0,0,0.000101412164389118,0,0,0,0,0,0.0405648657556474,0.000101412164389118,0.16225946302259,0.000101412164389118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152625307405623,0,0.000101412164389118,0,0,0,0.000101412164389118,0,0.000101412164389118,0,0.000101412164389118,0,0,0,0,0,0.570443424688791,0,0,0,0,0,0,0,0,0.000101412164389118,0,0,0,0.164820120173415,0,0,0,0,0,0.00512131430165048,0,0,0.0354942575361915,0,0,0,0,0,0,0,0.000101412164389118,0.00512131430165048,0
"+compost_dry_2021_low",0,0,0.112210956598405,0,0,0,0,0,8.0150683284575e-05,0.029415300765439,0.260489720674869,8.0150683284575e-05,0.016030136656915,0,0,8.0150683284575e-05,0,0,0,0,0,0,0,0,0,0,0.00805514367009979,0,0,0,0,0,0,0,0,0.00404760950587104,0.0280527391496012,0,0,0,0.00400753416422875,0,0.0561455536408448,0,0,0,0,0,0,0,0,0,0,0,0,0.200376708211437,0,8.0150683284575e-05,0,0,8.0150683284575e-05,8.0150683284575e-05,8.0150683284575e-05,0,0,0,0,0,0,0,0,0,8.0150683284575e-05,0.280527391496012,0
"+compost_wet_2019_high",0,0.032311221687292,0,0,0.0226178551811044,0,0.0797010134953203,0,6.4622443374584e-05,0,6.4622443374584e-05,0.0646547545962713,0,0.0064837851519166,0,0,0.0215623552726529,0,0.012946029489375,0,0,0,0,0,0,0,0.0355423438560212,6.4622443374584e-05,0,0,0,0,0,0,0.00649455555914569,0,0,0,0,0.00432970370609713,0,6.4622443374584e-05,0.0473897918080283,0,0,0,6.4622443374584e-05,0,0,0,0,0.0096933665061876,0,0,0.0064622443374584,0.032311221687292,0,0.116320398074251,0.0096933665061876,0.145400497592814,0.0113089275905522,0,0.0064622443374584,0,0.142169375424085,0,0,0,0,0,0,0.0969659762835633,0,0.088855859640053,0
"+compost_wet_2019_low",0,0,8.20591372849367e-05,0,0,8.20591372849367e-05,0,0,0.0109959243961815,0.153860882409256,0.0041439864328893,0.342596898164611,8.20591372849367e-05,0,0,0.00820591372849367,0,0,0,0,0,0,0,0,8.20591372849367e-05,0,0.00617495008069149,0,0,0,0,0,0,0,0,0.00925216772887661,0.098470964741924,0,0,0,0,0,0.0560737438113734,0,0,0,0,0,0,0,0,0.0041439864328893,0,0,0,0.0123088705927405,0,0,0,0,0.0718017451243196,0.00820591372849367,0,0.0164118274569873,0.0164118274569873,0,8.20591372849367e-05,0,0,0,0.0328236549139747,0,0.114882792198911,0.0328236549139747,0
"+compost_wet_2020_high",0,0,0,0,0,0,0,0,0,0,0,0.199271752323327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362312276951504,0,0,0,0,0,0.0108693683085451,0,0,0.112316805854966,0,0,0.0018296769986051,0,0,0,0.253618593866053,0,0,0,0,0,0,0,0,0,0.0108693683085451,0,0.0543468415427257,0,0,0.108693683085451,0,0,0.0815202623140885,0,0,0,0,0,0,0,0,0,0,0,0,0.163040524628177,0
"+compost_wet_2020_low",0,0,0,0,0,0,0,0,0,0.108008023453171,0.432032093812683,0.154297176361673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061718870544669,0,0,0.0154605770714396,0.108008023453171,0,0,0,6.1718870544669e-05,0,0.0462891529085018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061718870544669,0.0925783058170036,0,0,0,0,0,0,0,0,0,0,0.0308594352723345,0,6.1718870544669e-05
"+compost_wet_2021_high",0,0,0,0,0,0,0,0,8.45040667582127e-05,0.00847153269251082,0,0.242949191929862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45040667582127e-05,0,0,8.45040667582127e-05,0,0,0.00426745537128974,0,0.0422942854124855,0.00426745537128974,0,0,0,0,0,0,0.380268300411957,0,0,0,8.45040667582127e-05,0,0,0,0,8.45040667582127e-05,0,0,0.092954473434034,0.169008133516425,0,0,0,0,8.45040667582127e-05,0,0,0,0.0295764233653745,0,0,0,0,8.45040667582127e-05,0,0,0,0.0253512200274638,0
"+compost_wet_2021_low",0,0,0.0110137323582431,0,0,0,0,0,8.79339908841763e-05,0.0549807278003312,0.0762094587662861,0.148388609617048,0,0,0,8.79339908841763e-05,0,0,0,0,0,0,0,0,8.79339908841763e-05,0,8.79339908841763e-05,0,0,0,0,0,0.00439669954420881,0,0,0.0293699529553149,0.4990253982677,0,0,0,0,0,0.109961455600662,0,0,0,0,0,0,0,0,8.79339908841763e-05,0,0,0,0.0044406665396509,0,8.79339908841763e-05,0,0,0.00883736608385972,0.0022423167675465,0.010991748860522,0,0,0,0,0,0,0,0,0,0.0175867981768353,0.0220274647164862,0
